tractID,tract,Year,City,LACity,Community_Name,Detailed_Name,SPA,SD,CD,ca_ssd,ca_sad,us_cd,DemogSurvCt,YouthSurvCt,SheltHmisCt,ShelterCountAny,StreetCountAny,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totCars,totVans,totCampers,totTents,totEncamp,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totEncampPeople,FamCarHH,FamVanHH,FamCamperHH,FamTentHH,FamEncampHH,FamCarPeople,FamVanPeople,FamCamperPeople,FamTentPeople,FamEncampPeople,IndCarPeople,IndVanPeople,IndCamperPeople,IndTentPeople,IndEncampPeople,totYouthFamHH,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
6037104103,104103,2017,Los Angeles,1,Foothill Trails,Foothill Trails District NC,2,3,7,18,39,29,0,0,0,0,1,10,0,0,0,0,0,0,12,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
6037104105,104105,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,10,1,1,1,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,8,0,8,15
6037104108,104108,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
6037104124,104124,2017,Los Angeles,1,Angeles National Forest,Kagel Canyon,2,3,7,25,39,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037104201,104201,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,7,0,0,2,0,4,1,2,3,0,8,2,4,0,0,0,0,0,0,0,0,0,0,3,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
6037104203,104203,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
6037104204,104204,2017,Los Angeles,1,Foothill Trails,Foothill Trails District NC,2,3,7,18,39,29,0,0,0,0,1,4,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
6037104310,104310,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
6037104320,104320,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
6037104401,104401,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
6037104403,104403,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,7,0,0,0,3,2,0,2,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
6037104404,104404,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,1,0,0,2,3,2,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
6037104500,104500,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,21,23
6037104610,104610,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
6037104620,104620,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,2,0,0,5,4,1,0,0,8,7,2,0,0,0,0,0,0,0,1,0,0,0,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
6037104701,104701,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
6037104703,104703,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,6,0,0,6,3,17,3,0,10,5,36,5,0,0,0,1,0,0,1,0,2,0,0,9,5,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62
6037104704,104704,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,13,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
6037104810,104810,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037104821,104821,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
6037104822,104822,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,2,0,0,0,1,7,0,0,1,3,1,0,5,2,5,2,0,10,0,0,0,0,0,0,0,0,0,0,1,5,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
6037106010,106010,2017,Los Angeles,1,Sylmar,Sylmar NC,2,5,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037106020,106020,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,4,1,16,1,0,6,2,34,2,0,0,0,1,0,0,1,0,2,0,0,6,2,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43
6037106111,106111,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
6037106112,106112,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,1,1,7,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,130,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,170,0,0,170,183
6037106113,106113,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,10,1,0,0,1,9,0,0,0,0,14,0,6,0,0,29,0,12,0,0,0,0,0,0,0,2,0,0,0,0,28,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50
6037106114,106114,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,2,0,0,0,2,6,0,2,0,4,13,0,4,0,0,0,0,0,0,0,1,0,0,0,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
6037106403,106403,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
6037106405,106405,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
6037106406,106406,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
6037106407,106407,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037106408,106408,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
6037106510,106510,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,1,5,0,0,0,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
6037106520,106520,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,11,1,6,4,3,17,2,13,7,6,1,0,0,0,0,2,0,1,0,0,16,2,12,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44
6037106603,106603,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037106604,106604,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,6,0,0,0,1,0,0,0,3,2,3,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
6037106641,106641,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037106642,106642,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
6037106643,106643,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
6037106645,106645,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,5,12,18,39,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037106646,106646,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,5,12,18,39,30,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
6037106648,106648,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037106649,106649,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037107010,107010,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
6037107020,107020,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
6037108101,108101,2017,Los Angeles,1,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037108102,108102,2017,Los Angeles,1,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037108103,108103,2017,Los Angeles,1,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037108104,108104,2017,Los Angeles,1,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037108201,108201,2017,Los Angeles,1,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
6037108202,108202,2017,Los Angeles,1,Porter Ranch,Porter Ranch NC,2,5,12,27,38,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037109100,109100,2017,Los Angeles,1,Mission Hills,Mission Hills NC,2,3,7,18,39,29,0,0,58,0,1,13,0,0,2,0,0,0,10,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
6037109200,109200,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,3,12,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037109300,109300,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,3,12,18,39,29,0,0,0,0,1,15,1,3,7,2,8,0,3,11,4,17,0,6,0,0,0,0,0,1,0,1,0,0,10,3,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,55
6037109400,109400,2017,Los Angeles,1,Mission Hills,Mission Hills NC,2,3,7,18,39,29,28,0,0,0,1,1,0,0,2,0,2,4,5,3,0,4,7,10,0,0,0,0,0,0,0,0,0,0,3,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
6037109500,109500,2017,Los Angeles,1,Mission Hills,Mission Hills NC,2,3,7,18,39,29,18,0,0,0,1,18,0,0,2,0,21,6,3,3,0,44,10,6,0,0,1,0,0,0,0,2,0,0,3,0,42,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,81
6037109601,109601,2017,Los Angeles,1,Mission Hills,Mission Hills NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
6037109603,109603,2017,Los Angeles,1,Mission Hills,Mission Hills NC,2,3,7,18,39,29,0,0,0,0,1,3,0,0,10,7,7,0,2,16,13,15,0,4,1,0,0,0,0,2,1,1,0,0,14,12,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50
6037109604,109604,2017,Los Angeles,1,Mission Hills,Mission Hills NC,2,3,7,18,39,29,0,0,0,0,1,14,0,0,2,0,0,2,7,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
6037109700,109700,2017,Los Angeles,1,Granada Hills,Granada Hills South NC,2,3,12,18,38,29,0,0,0,0,1,6,0,0,2,0,1,0,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
